dataset_name,filename,image_path,mask_path,orig_width,orig_height,export_width,export_height,dice,hd95,ece,is_good_case,pred_threshold,prob_min,prob_max,prob_mean,prob_std,prob_p95,prob_p99,pred_positive_pixels,pred_positive_fraction,pred_has_positive,high_conf_pixels_0p9,high_conf_fraction_0p9,fg_prob_mean,fg_prob_max,fg_prob_p95,num_components,total_component_area,largest_component_area,largest_component_fraction,largest_component_ratio,mean_component_area,largest_component_bbox_xmin,largest_component_bbox_ymin,largest_component_bbox_xmax,largest_component_bbox_ymax,score_max_prob,score_area,score_fg_mean,screen_score
Malignant_ultrasound,PKTN_comprehensive_test_1024.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_1024.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_1024.png,608,477,608,477,0.8816859722137451,8.246211051940918,0.006716515403240919,True,0.5,2.0515863313752547e-11,0.9999815225601196,0.031657326966524124,0.17175063490867615,0.00035307334474055097,0.9998740971088409,9208,0.03174997241531502,True,8463,0.02918114862628269,0.9703582525253296,0.9999815225601196,0.9999693632125854,1,9208,9208,0.03174997241531502,1.0,9208.0,228,86,347,189,0.9999815225601196,0.03174997241531502,0.9703582525253296,0.030808847750652502
Malignant_ultrasound,PKTN_comprehensive_test_103.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_103.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_103.png,280,360,280,360,0.9309611320495605,2.0,0.007537648547440767,True,0.5,2.203336905287623e-12,0.9999982118606567,0.08978155255317688,0.28008729219436646,0.999674740433693,0.9999945765733719,9055,0.0898313492063492,True,8371,0.08304563492063492,0.973498523235321,0.9999982118606567,0.9999967217445374,1,9055,9055,0.0898313492063492,1.0,9055.0,100,84,218,183,0.9999982118606567,0.0898313492063492,0.973498523235321,0.08745068579261737
Malignant_ultrasound,PKTN_comprehensive_test_1034.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_1034.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_1034.png,1024,466,1024,466,0.9115985631942749,4.0,0.0013118104543536901,True,0.5,3.3658338160873214e-13,0.9999991655349731,0.011584890075027943,0.10471970587968826,8.004724122656612e-07,0.9694479203224182,5570,0.011672646190987124,True,5016,0.010511668454935622,0.96273273229599,0.9999991655349731,0.9999987810850144,1,5570,5570,0.011672646190987124,1.0,5570.0,439,113,521,191,0.9999991655349731,0.011672646190987124,0.96273273229599,0.011237638560573414
Malignant_ultrasound,PKTN_comprehensive_test_1036.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_1036.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_1036.png,833,565,833,565,0.899639368057251,7.211102485656738,0.010070458054542542,True,0.5,5.2085587362235564e-14,0.9999980926513672,0.061031077057123184,0.2351040542125702,0.9932168841361999,0.9999801516532898,28679,0.06093552465233881,True,26765,0.056868765205197125,0.976592481136322,0.9999980926513672,0.9999955892562866,1,28679,28679,0.06093552465233881,1.0,28679.0,246,106,464,274,0.9999980926513672,0.06093552465233881,0.976592481136322,0.05950917520957108
Malignant_ultrasound,PKTN_comprehensive_test_1073.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_1073.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_1073.png,1024,521,1024,521,0.9559676647186279,2.0,0.0031863052863627672,True,0.5,1.407962559474979e-13,1.0,0.057310983538627625,0.22900719940662384,0.9916562885046004,0.9999998807907104,30486,0.05714296425143954,True,28781,0.05394711192418426,0.9805627465248108,1.0,1.0,1,30486,30486,0.05714296425143954,1.0,30486.0,627,198,831,393,1.0,0.05714296425143954,0.9805627465248108,0.05603226197096063
Malignant_ultrasound,PKTN_comprehensive_test_1079.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_1079.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_1079.png,866,693,866,693,0.9351138472557068,2.0,0.0020449410658329725,True,0.5,1.339411546084912e-12,0.9999949336051941,0.024747077375650406,0.15256427228450775,2.1467780061357207e-05,0.9999611377716064,14855,0.024752640226081334,True,13702,0.02283141544111521,0.9734205007553101,0.9999949336051941,0.9999924898147583,1,14855,14855,0.024752640226081334,1.0,14855.0,484,180,622,300,0.9999949336051941,0.024752640226081334,0.9734205007553101,0.024094727443888124
Malignant_ultrasound,PKTN_comprehensive_test_1093.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_1093.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_1093.png,1024,466,1024,466,0.8986073136329651,3.0,0.0016995047917589545,True,0.5,1.7284653255119492e-13,0.9999991655349731,0.013902940787374973,0.11411906033754349,1.984583514058607e-06,0.9984095513820648,6666,0.013969454130901287,True,5910,0.012385159603004292,0.9593909382820129,0.9999991655349731,0.9999988675117493,1,6666,6666,0.013969454130901287,1.0,6666.0,325,221,411,324,0.9999991655349731,0.013969454130901287,0.9593909382820129,0.013402167705932928
Malignant_ultrasound,PKTN_comprehensive_test_1152.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_1152.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_1152.png,720,500,720,500,0.8553174734115601,7.0,0.00229811854660511,True,0.5,1.432244839220942e-12,0.9999967813491821,0.011498968116939068,0.10409990698099136,3.87597842745889e-06,0.9524950289726294,4123,0.011452777777777777,True,3710,0.010305555555555556,0.964621365070343,0.9999967813491821,0.999995768070221,1,4123,4123,0.011452777777777777,1.0,4123.0,425,108,482,191,0.9999967813491821,0.011452777777777777,0.964621365070343,0.011047594133847288
Malignant_ultrasound,PKTN_comprehensive_test_1168.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_1168.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_1168.png,720,500,720,500,0.9519055485725403,1.0,0.0023567683529108763,True,0.5,7.03199026785839e-11,0.9999246597290039,0.04762623831629753,0.2089739441871643,0.18589965477585177,0.9998333460092544,17178,0.047716666666666664,True,15857,0.044047222222222224,0.9724460244178772,0.9999246597290039,0.9998910427093506,1,17178,17178,0.047716666666666664,1.0,17178.0,277,108,421,281,0.9999246597290039,0.047716666666666664,0.9724460244178772,0.046401882798473036
Malignant_ultrasound,PKTN_comprehensive_test_1188.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_1188.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_1188.png,592,632,592,632,0.9575220346450806,1.0,0.007168215233832598,True,0.5,2.1079849671368223e-11,0.9999997615814209,0.14284251630306244,0.3446718156337738,0.9999958872795105,0.9999992847442627,53481,0.1429422895997263,True,50683,0.13546388556277797,0.9812131524085999,0.9999997615814209,0.999999463558197,1,53481,53481,0.1429422895997263,1.0,53481.0,96,150,356,420,0.9999997615814209,0.1429422895997263,0.9812131524085999,0.14025685459065046
Malignant_ultrasound,PKTN_comprehensive_test_1191.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/images/PKTN_comprehensive_test_1191.jpg,/mnt/wangbd8/workspace/DataSets/ThyroidAgent/train_val_test/Superimposed_experiment/dataset_4/test/masks/PKTN_comprehensive_test_1191.png,720,500,720,500,0.9252997636795044,2.0,0.002893890254199505,True,0.5,4.635939222297821e-15,0.9999839663505554,0.0313144251704216,0.17027296125888824,0.0007098572037648337,0.9998236316442489,11255,0.03126388888888889,True,10267,0.028519444444444444,0.9688360095024109,0.9999839663505554,0.9999707698822021,1,11255,11255,0.03126388888888889,1.0,11255.0,393,101,491,247,0.9999839663505554,0.03126388888888889,0.9688360095024109,0.030289581352637873
